"name","OperatingSystem","lastlogondate","PasswordLastSet","ipv4address","primarygroup","Enabled","isDeleted","LockedOut"
"DKHQRDS02N02","Windows Server 2008 R2 Standard","4/9/2016 2:53:59 AM","3/27/2016 4:08:04 PM","10.129.12.17","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQRDS03N01","Windows Server 2012 R2 Standard","4/12/2016 12:17:48 PM","4/13/2016 12:13:31 AM","10.129.12.41","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"KTTRDS01","Windows Server 2008 R2 Standard","4/9/2016 6:02:34 PM","4/12/2016 5:21:48 AM","10.129.12.107","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQSCOM02","Windows Server 2008 R2 Standard","4/10/2016 2:09:07 PM","4/2/2016 12:47:52 PM","10.129.12.59","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQSCORCH01","Windows Server 2008 R2 Standard","4/7/2016 6:39:26 AM","3/26/2016 10:40:18 PM","10.129.12.64","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQRDSCB02N02","Windows Server 2012 R2 Standard","4/13/2016 6:21:29 PM","4/11/2016 1:42:05 PM","10.129.12.119","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQRDS01","Windows Server 2008 R2 Standard","4/9/2016 12:07:52 PM","4/2/2016 4:39:32 PM","10.129.1.39","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQSCOM01","Windows Server 2008 R2 Standard","4/15/2016 1:50:58 AM","3/27/2016 11:48:16 AM","10.129.12.58","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQRDS02N01","Windows Server 2008 R2 Standard","4/13/2016 1:35:44 PM","3/31/2016 12:29:10 AM","10.129.12.16","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQSCIIS01","Windows Server 2008 R2 Standard","4/14/2016 10:50:13 AM","3/30/2016 7:17:14 PM","10.129.12.65","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQSCOM04","Windows Server 2008 R2 Standard","4/10/2016 7:05:13 AM","3/25/2016 12:30:02 AM","10.129.12.61","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"KRMRDS01","Windows Server 2008 R2 Standard","4/6/2016 6:19:57 AM","3/18/2016 9:49:42 AM","10.129.12.105","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQBACKUP04","Windows Server 2012 Standard","4/10/2016 2:00:05 AM","3/20/2016 5:59:05 PM","10.129.12.159","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"THFACFILE01","Windows Server 2008 R2 Standard","4/8/2016 11:55:11 PM","4/6/2016 5:08:41 AM","10.1.1.21","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"IDFACFILE01","Windows Server 2008 R2 Standard","4/15/2016 10:50:39 AM","4/1/2016 1:27:12 PM","10.18.1.23","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"CASASQL01","Windows Server 2003","4/6/2016 3:56:39 PM","3/25/2016 7:36:25 AM","10.71.1.26","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQIISTST02","Windows Server 2008 R2 Standard","4/8/2016 3:07:42 AM","4/5/2016 5:18:18 PM","10.129.1.31","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQTEL05","Windows Server 2003","4/12/2016 10:52:33 PM","3/31/2016 12:44:10 AM","10.129.1.27","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"SKFACSQL02","Windows Server® 2008 Standard","4/7/2016 6:00:54 PM","4/2/2016 8:29:21 PM","10.12.1.30","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"SKFACSQL01","Windows Server® 2008 Standard","4/5/2016 11:40:09 PM","4/7/2016 2:13:49 AM","10.12.1.24","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQEXC01CCR02","Windows Server® 2008 Enterprise","4/5/2016 10:30:07 PM","4/6/2016 7:57:30 AM","10.129.1.72","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQEXC02CCR01","Windows Server® 2008 Enterprise","4/7/2016 1:00:06 PM","3/31/2016 12:15:21 AM","10.129.1.76","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQEXC01CCR01","Windows Server® 2008 Enterprise","4/12/2016 6:01:29 PM","3/24/2016 11:38:41 AM","10.129.1.71","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQEXC02CCR02","Windows Server® 2008 Enterprise","4/11/2016 6:30:06 PM","3/25/2016 5:13:27 AM","10.129.1.77","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQCASHUB01N02","Windows Server® 2008 Standard","4/14/2016 3:26:21 PM","4/11/2016 10:57:18 PM","10.129.1.130","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQCASHUB01N01","Windows Server® 2008 Standard","4/7/2016 4:21:43 PM","3/29/2016 9:36:13 AM","10.129.1.131","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"SKFACTEST02","Windows Server® 2008 Standard","4/7/2016 3:20:58 AM","4/8/2016 9:32:32 AM","10.12.1.155","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"SKFACIIS01","Windows Server® 2008 Standard","4/7/2016 2:19:09 PM","3/24/2016 9:31:30 PM","10.12.1.52","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"USSADCIIS01","Windows Server 2003","4/5/2016 7:03:13 AM","4/11/2016 10:28:48 AM","10.64.1.183","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"USSADCIIS03","Windows Server 2003","4/11/2016 12:19:17 PM","3/28/2016 11:15:27 PM","10.64.1.155","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"USSADCIIS02","Windows Server 2003","4/11/2016 4:25:51 PM","3/27/2016 9:36:43 PM","10.64.1.184","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQIISI03","Windows Server 2003","4/8/2016 10:44:55 PM","3/23/2016 2:08:00 PM","10.129.1.74","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"USSADCIIS04","Windows Server 2003","4/14/2016 4:09:41 AM","4/9/2016 12:58:05 AM","10.64.1.156","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"SKFACIIS02","Windows Server® 2008 Standard","4/6/2016 6:12:08 AM","4/3/2016 12:08:34 AM","10.12.1.53","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQEXC03","Windows Server® 2008 Standard","4/13/2016 8:01:07 PM","3/25/2016 7:44:08 AM","10.129.1.79","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQMAN04","Windows Server 2008 R2 Standard","4/6/2016 1:21:03 PM","3/20/2016 3:01:26 PM","10.129.12.158","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQPLMTST05","Windows Server 2008 R2 Standard","4/6/2016 4:19:06 PM","4/14/2016 5:21:58 PM","10.129.1.23","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQPLM05","Windows Server 2008 R2 Standard","4/12/2016 4:08:24 PM","4/6/2016 1:40:54 PM","10.129.1.21","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"CNFACFILE01","Windows Server 2008 R2 Standard","4/14/2016 12:15:12 PM","4/14/2016 12:15:12 PM","10.5.1.3","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQFILE01","Windows Server 2008 R2 Standard","4/6/2016 11:21:41 PM","3/28/2016 3:51:04 AM","10.129.1.157","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"THFACIISI01","Windows Server 2008 R2 Standard","4/7/2016 2:51:22 PM","3/29/2016 6:31:16 AM","10.1.1.17","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQSQLRSTST01","Windows Server 2008 R2 Standard","4/12/2016 10:47:04 PM","3/22/2016 9:43:02 PM","10.129.1.156","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"CNFACIIS01","Windows Server® 2008 Standard","4/13/2016 2:35:40 AM","3/24/2016 1:49:43 PM","10.5.1.53","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQIIS04","Windows Server 2008 R2 Standard","4/12/2016 2:42:19 AM","3/27/2016 9:51:57 AM","10.129.1.46","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQDOCTST03","Windows Server 2008 R2 Standard","4/8/2016 6:24:14 AM","3/22/2016 12:39:08 AM","10.129.1.57","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"THFACNOTES01","Windows Server 2008 R2 Standard","4/11/2016 4:59:12 PM","3/15/2016 10:55:32 PM","10.1.1.33","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQSPS03","Windows Server 2008 R2 Standard","4/6/2016 8:00:47 AM","3/28/2016 12:54:28 PM","10.129.1.105","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKSMMP01","Windows Server 2003","4/7/2016 1:01:55 PM","3/21/2016 1:50:53 AM","10.129.1.215","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"NLSAAPP01","Windows Server 2008 R2 Standard","4/6/2016 11:28:04 AM","4/14/2016 11:49:53 AM","10.90.1.7","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQAPP03","Windows Server 2008 R2 Standard","4/12/2016 5:30:05 PM","4/1/2016 5:56:06 PM","10.129.1.101","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQIIS05","Windows Server 2008 R2 Standard","4/5/2016 1:24:47 PM","3/17/2016 8:23:23 AM","10.129.1.44","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"CNFACPLM01","Windows Server 2008 R2 Standard","4/12/2016 9:57:34 AM","3/28/2016 8:02:06 PM","10.5.1.31","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"SKFACPLM01","Windows Server 2008 R2 Standard","4/12/2016 1:52:15 AM","4/13/2016 12:10:00 AM","10.12.5.212","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"IDFACPLM01","Windows Server 2008 R2 Standard","4/15/2016 1:56:52 AM","4/6/2016 2:40:50 PM","10.18.1.26","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"PTFACPLM01","Windows Server 2008 R2 Standard","4/9/2016 9:06:54 PM","3/17/2016 6:52:28 AM","10.9.1.33","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQPLMTST02","Windows Server 2008 R2 Standard","4/14/2016 8:29:58 PM","3/18/2016 5:30:38 AM","10.129.1.107","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQINFRA01","Windows Server 2003","4/14/2016 6:32:45 PM","4/4/2016 2:36:26 PM","10.129.1.236","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"IDFACAPP01","Windows Server 2008 R2 Standard","4/6/2016 5:32:06 PM","4/2/2016 11:02:56 PM","10.18.42.14","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"THFACFILE02","Windows Server 2008 R2 Standard","4/15/2016 4:00:23 AM","3/29/2016 8:03:05 PM","10.1.1.22","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"IDFACSMS02","Windows Server 2008 R2 Standard","4/8/2016 9:56:13 AM","4/5/2016 6:12:45 AM","10.18.1.21","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"IDFACIISI05","Windows Server® 2008 Standard","4/14/2016 9:07:37 PM","4/12/2016 12:28:09 PM","10.18.1.28","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"IDFACIISI06","Windows Server® 2008 Standard","4/11/2016 1:42:16 PM","3/21/2016 1:15:04 PM","10.18.1.29","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"THFACPLM01","Windows Server 2008 R2 Standard","4/13/2016 4:54:36 AM","4/1/2016 10:06:53 PM","10.1.1.78","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"SGSAAPP01","Windows Server 2008 R2 Standard","4/8/2016 9:38:35 AM","4/10/2016 6:28:45 AM","10.20.1.17","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQSAPADS06","Windows Server 2008 R2 Standard","4/6/2016 12:13:35 PM","4/1/2016 3:45:53 PM","10.129.1.220","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQSPWFE01","Windows Server 2008 R2 Standard","4/12/2016 11:00:33 PM","3/29/2016 12:32:46 PM","10.129.1.186","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"IDFACAPP02","Windows Server 2008 R2 Standard","4/8/2016 9:13:12 AM","3/29/2016 4:29:42 AM","10.18.42.6","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"IDTANANT01","Windows Server 2008 R2 Standard","4/13/2016 3:58:51 PM","4/15/2016 1:08:54 AM","10.18.1.15","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"THTANANT01","Windows Server® 2008 Standard","4/5/2016 5:28:59 PM","4/11/2016 10:58:53 AM","10.1.1.79","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"CNTANANT01","Windows Server® 2008 Standard","4/7/2016 9:04:45 PM","4/1/2016 12:41:10 PM","10.14.10.25","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"NLTANANT01","Windows Server® 2008 Standard","4/5/2016 3:03:51 PM","3/29/2016 10:20:15 PM","10.86.1.4","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQTF01","Windows Server 2008 R2 Standard","4/6/2016 3:04:58 AM","3/22/2016 3:45:16 PM","10.129.1.6","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQSPSTST03","Windows Server 2008 R2 Standard","4/15/2016 6:30:40 AM","3/21/2016 4:24:28 AM","10.129.1.99","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"AUSAIISI01","Windows Server® 2008 Standard","4/9/2016 6:01:25 PM","4/8/2016 10:06:00 AM","10.77.1.6","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQSAPINST01","Windows Server® 2008 Standard","4/13/2016 10:56:40 PM","4/10/2016 4:45:02 AM","10.129.1.102","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQANTARA02","Windows Server 2008 R2 Standard","4/7/2016 4:20:43 PM","4/8/2016 9:39:38 AM","10.129.1.224","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQTXTPERF01","Windows Server 2008 R2 Standard","4/13/2016 8:02:29 PM","3/15/2016 11:26:10 PM","10.129.12.32","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQTXTAS01","Windows Server 2008 R2 Standard","4/12/2016 6:00:53 PM","3/22/2016 12:37:21 AM","10.129.12.30","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQTXTDBTST01","Windows Server 2008 R2 Standard","4/13/2016 6:00:43 AM","4/5/2016 8:53:45 AM","10.129.1.196","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQTXTDB01","Windows Server 2008 R2 Standard","4/13/2016 7:15:05 PM","4/1/2016 2:18:40 PM","10.129.12.31","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQTXTASTST01","Windows Server 2008 R2 Standard","4/8/2016 12:00:59 AM","4/12/2016 4:25:42 AM","10.129.1.198","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQPLMDEV04","Windows Server 2008 R2 Standard","4/12/2016 6:36:00 AM","4/11/2016 2:10:22 PM","10.129.1.69","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DKHQSAPINST02","Windows Server® 2008 Standard","4/15/2016 9:30:45 AM","4/9/2016 7:16:18 AM","10.129.1.210","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"AUSAAPP01","Windows Server 2008 R2 Standard","4/7/2016 9:32:04 PM","3/17/2016 1:31:31 PM","10.77.1.7","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"THFACSQL01","Windows Server 2008 R2 Standard","4/14/2016 4:30:06 AM","3/31/2016 8:21:56 AM","10.1.1.88","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
