"name","OperatingSystem","lastlogondate","PasswordLastSet","ipv4address","primarygroup","Enabled","isDeleted","LockedOut"
"AU1032","Windows XP Professional","5/13/2011 12:07:40 AM","4/29/2011 12:32:15 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","False",,"False"
"USMyrtle01","Windows XP Professional","10/3/2007 2:29:16 PM","9/14/2007 11:28:50 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"TH1370","Windows XP Professional","12/2/2011 5:20:50 AM","11/21/2011 8:35:57 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","False",,"False"
"DK2819","Windows XP Professional","7/8/2010 2:26:37 PM","7/11/2010 4:21:00 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","False",,"False"
"CA2111","Windows XP Professional","10/30/2008 3:12:14 PM","10/27/2008 2:07:56 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"CA2109","Windows XP Professional","11/7/2008 1:39:47 AM","11/12/2008 8:12:28 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"USBOSKITTERY01","Windows XP Professional","6/22/2012 7:37:57 PM","6/9/2012 12:31:46 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"USBOSORLANDO01","Windows XP Professional","7/29/2011 3:53:03 PM","7/29/2011 3:53:04 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"CN1187","Windows 7 Enterprise","4/11/2016 3:45:10 AM","4/11/2016 3:46:46 AM","10.5.5.221","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DE1135","Windows XP Professional","3/31/2010 11:07:29 AM","3/31/2010 11:07:25 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","False",,"False"
"DK2469","Windows XP Professional","4/6/2016 8:28:13 PM","4/9/2016 7:53:18 PM","10.129.7.164","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"AE1005","Windows XP Professional","2/21/2012 12:48:20 PM","1/25/2012 10:43:40 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","False",,"False"
"CA2148","Windows XP Professional","11/1/2007 8:30:50 PM","11/1/2007 8:30:46 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"CA2147","Windows XP Professional","11/1/2007 8:27:48 PM","11/1/2007 8:45:15 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"CA2129","Windows XP Professional","7/17/2008 2:37:34 PM","7/17/2008 3:19:53 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","False",,"False"
"THEMA","Windows XP Professional","6/16/2008 6:40:43 AM","6/16/2008 6:40:43 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","False",,"False"
"CN2002","Windows XP Professional","12/1/2008 1:06:33 AM","11/14/2008 1:11:07 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","False",,"False"
"DK2807","Windows XP Professional","12/14/2009 8:21:23 AM","11/22/2009 12:47:11 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","False",,"False"
"AE1010","Windows XP Professional","4/19/2009 8:11:00 AM","4/9/2009 2:37:59 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","False",,"False"
"SK1237","Windows XP Professional","11/23/2015 11:03:11 AM","10/19/2015 10:52:01 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID1502","Windows XP Professional","10/31/2011 9:48:19 PM","11/5/2011 8:08:07 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","False",,"False"
"CN1045","Windows XP Professional","5/15/2010 6:12:47 AM","4/22/2010 9:57:49 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","False",,"False"
"ID1516","Windows XP Professional","12/1/2008 2:40:57 AM","11/18/2008 2:12:25 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","False",,"False"
"DK2677","Windows XP Professional","6/21/2010 12:37:59 PM","4/28/2010 10:16:23 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","False",,"False"
"USBOSWRENTHAM01","Windows XP Professional","10/30/2013 3:11:00 PM","10/30/2013 3:25:54 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"USBOSWILLIAM01","Windows XP Professional","1/30/2014 3:22:37 PM","1/15/2014 2:50:30 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"usbosftmyers01","Windows XP Professional","11/7/2012 3:23:04 AM","10/12/2012 5:26:07 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"usbosclinton01","Windows XP Professional","6/27/2011 7:13:57 AM","6/1/2011 2:25:53 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"usbosalbert01","Windows XP Professional","3/14/2011 3:01:39 PM","2/27/2011 12:21:27 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"USBOSWILLIAM02","Windows XP Professional","10/28/2015 6:40:31 PM","10/28/2015 6:53:40 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"USBOSWOODBURY01","Windows XP Professional","6/13/2011 1:40:43 PM","5/17/2011 4:21:25 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"usboslenox01","Windows XP Professional","1/7/2011 6:50:40 PM","1/3/2011 4:13:05 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"usbosmyrtle01","Windows XP Professional","1/16/2012 3:19:48 PM","1/25/2012 8:30:57 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"USBOSSEVER01","Windows XP Professional","12/23/2008 8:53:30 PM","12/21/2008 7:30:08 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"usbosdawson01","Windows XP Professional","8/21/2013 1:40:06 PM","8/21/2013 1:51:09 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"USBOSAUGUST01","Windows XP Professional","7/2/2015 11:36:04 AM","6/9/2015 7:50:52 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"usbosatlantic01","Windows XP Professional","6/2/2009 11:15:15 PM","6/2/2009 11:29:33 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"usbosmichigan01","Windows XP Professional","1/3/2013 5:50:12 PM","1/3/2013 5:50:13 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"USBOSLEESBURG01","Windows XP Professional","3/29/2016 9:14:53 PM","3/23/2016 1:02:47 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"USPOSNEWBURY01","Windows XP Professional","11/18/2012 6:11:23 PM","11/2/2012 7:56:36 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"USBOSJACKSON01","Windows XP Professional","5/10/2013 11:36:35 PM","5/4/2013 7:20:44 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"usbossmith01","Windows XP Professional","6/17/2010 3:18:08 PM","6/18/2010 3:50:09 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"USPOSATLANTA02","Windows XP Professional","7/16/2013 9:49:29 PM","7/16/2013 9:49:29 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"USPOSSEVER01","Windows XP Professional","12/23/2008 12:14:00 PM","12/23/2008 12:14:00 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"USPOSLEESBURG01","Windows XP Professional","3/24/2016 6:43:26 PM","2/26/2016 8:11:32 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"uspossmith01","Windows XP Professional","6/20/2010 8:20:46 AM","6/18/2010 6:21:41 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"usposlenox01","Windows XP Professional","4/7/2016 11:39:50 PM","3/23/2016 8:59:13 AM","172.26.15.96","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"USPOSWRENTHAM01","Windows XP Professional","10/30/2013 3:39:53 PM","10/30/2013 3:44:31 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"USPOSORLANDO02","Windows XP Professional","2/4/2013 4:58:36 PM","1/20/2013 5:04:01 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"USPOSORLANDO01","Windows XP Professional","2/25/2013 11:45:57 PM","2/19/2013 9:58:36 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"usposmyrtle01","Windows XP Professional","10/4/2012 11:15:03 PM","9/15/2012 5:46:33 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"USPOSWRENTHAM02","Windows XP Professional","6/28/2012 10:08:52 PM","7/7/2012 9:34:24 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"usposmichigan02","Windows XP Professional","7/2/2014 9:48:03 PM","7/2/2014 9:47:59 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"USPOSAUGUST01","Windows XP Professional","7/9/2015 7:22:29 AM","6/18/2015 10:59:15 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"uspossmith02","Windows XP Professional","2/25/2009 2:14:29 PM","2/19/2009 9:44:27 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"USPOSATLANTA01","Windows XP Professional","7/16/2013 9:30:18 PM","7/16/2013 9:30:21 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"USPOSSEVER02","Windows XP Professional","2/5/2009 8:56:56 PM","2/5/2009 8:56:56 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"USPOSLEESBURG02","Windows XP Professional","9/9/2013 11:17:55 PM","9/17/2013 5:05:30 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"USPOSVEGAS02","Windows XP Professional","8/25/2013 4:44:17 PM","8/26/2013 12:18:05 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"usposftmyers02","Windows XP Professional","6/11/2012 3:52:45 PM","5/25/2012 3:50:15 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"USPOSKITTERY02","Windows XP Professional","6/20/2012 1:56:18 AM","6/14/2012 1:45:40 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"usposmyrtle02","Windows XP Professional","10/6/2012 12:48:24 PM","10/1/2012 7:36:18 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"USPOSJACKSON01","Windows XP Professional","9/26/2013 7:52:50 AM","9/3/2013 10:12:42 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"usposclinton02","Windows XP Professional","8/10/2011 9:48:00 PM","8/8/2011 3:57:53 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"usposmichigan01","Windows XP Professional","7/9/2014 6:25:13 PM","7/14/2014 8:01:57 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"USPOSWOODBURY02","Windows XP Professional","10/31/2013 2:07:25 AM","10/31/2013 2:07:35 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"usposclinton01","Windows XP Professional","1/25/2012 6:08:24 PM","1/1/2012 6:49:48 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"USPOSWILLIAM01","Windows XP Professional","1/29/2014 7:37:03 AM","1/12/2014 4:35:15 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"USPOSAUGUST02","Windows XP Professional","6/19/2015 5:35:56 PM","6/15/2015 10:33:34 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"usposalbert01","Windows XP Professional","4/16/2015 10:57:44 AM","4/16/2015 11:08:17 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"USPOSKITTERY01","Windows XP Professional","6/24/2012 1:37:28 AM","6/17/2012 1:46:04 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"usposatlantic01","Windows XP Professional","3/27/2009 11:08:14 AM","3/4/2009 6:28:28 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"usposatlantic02","Windows XP Professional","4/1/2009 7:03:23 PM","3/22/2009 3:27:56 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"USPOSVEGAS01","Windows XP Professional","2/23/2012 11:40:35 PM","2/2/2012 7:25:42 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"usposftmyers01","Windows XP Professional","11/2/2012 9:21:56 PM","10/26/2012 11:49:51 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DK2363","Windows XP Professional","1/30/2013 11:36:29 AM","2/1/2013 1:18:10 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"IDCCTV","Windows XP Professional","6/13/2011 12:09:07 PM","6/13/2011 12:09:07 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"CN1183","Windows 7 Enterprise","4/10/2016 11:54:32 AM","3/20/2016 6:11:30 AM","10.5.5.39","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"CN1204","Windows 7 Enterprise","4/11/2016 1:55:11 AM","3/21/2016 1:51:56 AM","10.5.5.106","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"CN1211","Windows 7 Enterprise","4/11/2016 2:00:40 AM","3/21/2016 1:18:15 AM","10.5.5.219","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"PT1962","Windows 7 Enterprise","4/8/2016 8:42:30 AM","4/13/2016 5:48:15 PM","10.9.214.21","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"CA2133","Windows XP Professional","10/24/2011 2:19:00 PM","10/11/2011 7:33:04 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","False",,"False"
"DE1129","Windows XP Professional","9/13/2012 1:10:11 PM","9/13/2012 1:10:03 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","False",,"False"
"CN1165","Windows 7 Enterprise","4/11/2016 2:00:54 AM","3/21/2016 1:26:38 AM","10.5.5.185","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DE1131","Windows XP Professional","5/21/2010 2:14:17 PM","5/26/2010 11:58:49 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","False",,"False"
"CA2187","Windows XP Professional","10/17/2011 2:01:32 PM","10/3/2011 2:08:13 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","False",,"False"
"DK2303","Windows XP Professional","4/14/2016 10:34:34 AM","3/17/2016 12:49:17 AM","10.129.7.158","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"CA2137","Windows XP Professional","1/8/2010 5:01:21 PM","12/21/2009 2:20:01 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","False",,"False"
"CN1210","Windows 7 Enterprise","4/11/2016 2:00:34 AM","3/21/2016 12:40:40 AM","10.5.5.73","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"CA2132","Windows XP Professional","7/20/2010 2:17:29 PM","7/20/2010 2:31:41 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","False",,"False"
"DK2918","Windows XP Professional","2/20/2012 11:04:45 AM","2/20/2012 11:18:16 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","False",,"False"
"DE1133","Windows XP Professional","5/25/2010 8:55:00 AM","5/26/2010 2:27:03 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","False",,"False"
"DE1136","Windows XP Professional","3/7/2011 10:11:45 AM","3/10/2011 8:30:36 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","False",,"False"
"DE1137","Windows XP Professional","5/27/2010 2:03:05 PM","4/30/2010 12:08:21 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","False",,"False"
"DE1125","Windows XP Professional","9/13/2012 10:22:54 AM","9/13/2012 10:22:44 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","False",,"False"
"CN1206","Windows 7 Enterprise","4/11/2016 1:51:38 AM","3/21/2016 12:49:53 AM","10.5.5.70","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"CN1184","Windows 7 Enterprise","4/11/2016 1:55:04 AM","3/28/2016 2:07:00 AM","10.5.5.139","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DK2689","Windows XP Professional","6/21/2010 12:34:17 PM","5/19/2010 11:03:26 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","False",,"False"
"ID1413","Windows XP Professional","2/1/2009 11:54:21 PM","2/6/2009 5:48:42 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","False",,"False"
"PL2116","Windows XP Professional","1/4/2009 3:56:56 PM","1/4/2009 4:13:35 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","False",,"False"
"PL2117","Windows XP Professional","2/19/2009 2:35:43 PM","1/5/2009 8:21:26 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","False",,"False"
"CN1170","Windows XP Professional","12/12/2008 2:03:48 AM","12/16/2008 5:52:39 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","False",,"False"
"PL2115","Windows XP Professional","1/5/2009 8:42:37 AM","1/7/2009 10:34:08 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","False",,"False"
"DE1132","Windows XP Professional","11/12/2008 10:08:22 AM","11/3/2008 9:38:28 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","False",,"False"
"DE1130","Windows XP Professional","8/30/2012 11:22:00 AM","8/30/2012 11:33:31 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","False",,"False"
"ID1125","Windows XP Professional","2/11/2012 3:35:13 AM","2/11/2012 3:35:15 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","False",,"False"
"TH1514","Windows XP Professional","1/22/2009 11:13:52 AM","1/12/2009 7:41:24 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","False",,"False"
"usbosbuffalo01","Windows XP Professional","3/19/2014 8:31:28 PM","3/19/2014 8:31:30 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"usbossanfran01","Windows XP Professional","8/1/2013 10:58:35 PM","8/1/2013 10:58:38 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"USBOSKENWOOD01","Windows XP Professional","8/1/2013 5:32:04 PM","8/1/2013 5:32:03 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
